wavelet,pearson correlation,nrmse,compression ratio,mode,threshold,levels
sym2,0.989632958103883,0.08479151003068666,0.6534160758853137,hard,50,4
haar,0.9970793063989976,0.045086957919163485,0.6533594865787116,hard,20,4
haar,0.9970721204330619,0.045141990718883,0.6529506526032784,hard,20,9
sym2,0.9895620771674938,0.08507295364478502,0.6524556430626155,hard,50,9
bior1.3,0.947651977222666,1.1978872664635853,0.6492942937936778,soft,150,1
sym2,0.9907884673391435,0.26029051888788524,0.6444351753909708,soft,50,1
sym2,0.9963257867779639,0.10288189908233589,0.6440740866082018,soft,20,1
coif1,0.9964014613540508,0.10258674705524617,0.6390015070871249,soft,20,1
coif1,0.9909447744296365,0.25995261551333404,0.6389632319474177,soft,50,1
db4,0.9983577189911803,0.03404786740655234,0.6356497910633566,hard,20,1
bior1.3,0.9930559036667662,0.07017429802830229,0.6343823602271789,soft,20,9
bior1.3,0.9930629145269867,0.07135705806836677,0.6312667165209734,soft,20,4
bior1.3,0.9592524481190843,0.1672593550523326,0.6298415948150234,hard,150,9
coif1,0.9974150020553367,0.0424201992509761,0.6294271160222157,hard,20,4
sym2,0.9973838307943959,0.04267507510659782,0.6291724504535303,hard,20,4
coif1,0.9974070825735266,0.04248473456986267,0.6290273572784167,hard,20,9
sym2,0.9973760801296504,0.04273787031292369,0.6288041768320384,hard,20,9
haar,0.9953367517509938,0.10722057692427808,0.6282267690260183,soft,20,1
db4,0.994809313697929,0.06337260072351783,0.6270889817387622,hard,50,1
haar,0.9877098463129632,0.2675680287131068,0.6265247962698605,soft,50,1
bior1.3,0.9600546387104258,0.16596302937151677,0.624260717844045,hard,150,4
sym2,0.9981303112656693,0.03633038563158135,0.6241844059650405,hard,20,1
coif1,0.9981582569274939,0.03606707216760742,0.6212683542791813,hard,20,1
sym2,0.99342215820144,0.07085244361005501,0.6094055934768362,hard,50,1
coif1,0.9935538724727017,0.07018966606621548,0.6087773752277748,hard,50,1
bior1.3,0.9953575248400652,0.10611069593623285,0.6053550425680956,soft,20,1
haar,0.9978595969087067,0.038872499649408095,0.5992358163755269,hard,20,1
bior1.3,0.9873503498890169,0.2655961513979035,0.598765138582269,soft,50,1
bior1.3,0.997823820635505,0.03923827213817273,0.5844148683925399,hard,20,1
haar,0.9918973021927695,0.07818653912708633,0.5762184412223411,hard,50,1
bior1.3,0.9971485636960912,0.04457935661889296,0.5674462713788768,hard,20,4
bior1.3,0.997142575163097,0.04462544210633455,0.5672339036184895,hard,20,9
bior1.3,0.9918062139806338,0.07919926772449351,0.5548215537472189,hard,50,1
bior1.3,0.9885695219384676,0.08918038451173547,0.552145890203215,hard,50,4
bior1.3,0.988507285763471,0.08940832098216348,0.5520006670977753,hard,50,9
db4,0.9725380173234676,0.20299633856029026,0.5452191175398207,hard,150,1
coif1,0.9698635062108656,0.2088401843092071,0.5319578204858223,hard,150,1
sym2,0.9696820040198044,0.20922967897949185,0.5278210592531802,hard,150,1
haar,0.9637968698860251,0.22092579993595343,0.5004048556383394,hard,150,1
bior1.3,0.9631952475177903,0.2242065499073784,0.4810400608455183,hard,150,1
