wavelet,pearson correlation,nrmse,compression ratio,mode,threshold,levels
haar,0.7376606850122329,0.3963624136323546,1.0250380688484486,hard,20,1
bior1.3,0.7375008712184492,0.3964541768542324,1.0254020158340913,hard,20,1
haar,0.736058912726683,0.3976344344387148,1.0221843435943578,hard,2,9
haar,0.7360588758051851,0.39763445880387605,1.0222056260891212,hard,2,4
db4,0.7360589186857969,0.3976344776329663,1.0222394023022012,hard,2,4
db4,0.7360589183243552,0.3976344969398997,1.0222366260909082,hard,2,9
coif1,0.7360588018321241,0.397634549675184,1.0222472683160877,hard,2,4
sym2,0.736058822981846,0.3976345566761916,1.0221366925262243,hard,2,4
coif1,0.7360588047103255,0.3976346202382754,1.0221963727216357,hard,2,9
sym2,0.7360588111707441,0.3976346545621114,1.0222648516083943,hard,2,9
bior1.3,0.7360584746733264,0.39763493034612185,1.0221223518123763,hard,2,4
bior1.3,0.7360584804943966,0.3976349632862827,1.0221394681947398,hard,2,9
sym2,0.7360587786323013,0.3976349825915676,1.0222051634167681,hard,2,1
db4,0.7360588887107419,0.3976350185705505,1.0222949296949018,hard,2,1
coif1,0.7360585487655156,0.3976350869326815,1.0222542090171076,hard,2,1
bior1.3,0.7360586411624261,0.3976351990804437,1.0221898954640751,hard,2,1
haar,0.7360611187274952,0.39763624315082535,1.0222319991055961,hard,2,1
db4,0.8617727958829087,0.41528242386844605,1.2298048842379943,soft,50,1
coif1,0.8615046347621067,0.4159966311223835,1.208653414923143,soft,50,1
sym2,0.861134263375731,0.4163040333645997,1.2022693105401456,soft,50,1
haar,0.858587927848164,0.4187069504242349,1.1908731765758014,soft,50,1
bior1.3,0.8560539112226935,0.4199619536164269,1.1854753664831736,soft,50,1
db4,0.8916536521043378,1.0868294234596139,1.6188355818255975,soft,150,1
bior1.3,0.8813301996480811,1.0876811911801736,1.376765298645309,soft,150,1
coif1,0.8899693030969018,1.087711243601769,1.477661139202077,soft,150,1
sym2,0.8896505283113443,1.0880435681662763,1.4586177810558785,soft,150,1
haar,0.8859464913921355,1.093232916913675,1.3959466793255675,soft,150,1
